codigo_municipio,codigo_uf_ibge,sigla_uf,nome_municipio,nome_municipio_padronizado,ano,populacao_total,populacao_crescimento_pct,ano_referencia_idhm,idhm,idhm_renda,idhm_educacao,idhm_longevidade,ideb,fluxo,aprendizado,nota_mt,nota_lp,crimes_total_indicadores,mortes_violentas_intencionais,homicidios_dolosos,feminicidios,estupros,furto_veiculos,taxa_crimes_100k,taxa_mortes_violentas_100k,taxa_homicidios_100k,taxa_feminicidios_100k,taxa_estupros_100k,taxa_furto_veiculos_100k,lag_1_taxa_crimes_100k,lag_1_taxa_mortes_violentas_100k,variacao_taxa_crimes_100k_pct,risco_indice
2611606,26,PE,Recife,recife,2019,1645727,0.4819169708285553,2010,0.772,0.798,0.698,0.825,4.5,0.926,4.8665,281.15,282.45,5494.0,483,457,8.0,431.0,1485.0,333.8342264543269,29.348731594000707,27.76888268831951,0.4861073555942146,26.18903378263831,90.23367788217608,348.87540495556937,37.42748044063074,-4.3113324377675895,0.2877883781977205
2611606,26,PE,Recife,recife,2020,1653461,0.4699442860206959,2010,0.772,0.798,0.698,0.825,,,,,,4296.0,553,530,8.0,428.0,1303.0,259.81864706818,33.44499809792913,32.05397647721961,0.48383360720331475,25.88509798537734,78.8043987732399,333.8342264543269,29.348731594000707,-22.17135737466789,0.3151595504136654
2611606,26,PE,Recife,recife,2021,1661017,0.4569808420035404,2010,0.772,0.798,0.698,0.825,4.4,0.9256,4.7794,276.33,281.15,3975.0,549,533,12.0,381.0,922.0,239.31121716394233,33.05203980452939,32.08877452789466,0.7224489574760523,22.937754399864662,55.50816156607669,259.81864706818,33.44499809792913,-7.892978481585356,0.3314635339781204
2704302,27,AL,Maceio,maceio,2016,999386,,2010,0.721,0.739,0.635,0.799,,,,,,2247.0,531,449,0.0,155.0,305.0,224.8380505630457,53.1326234307865,44.92758553752004,0.0,15.509522847028077,30.51873850544234,,,,0.33961512252529913
2704302,27,AL,Maceio,maceio,2017,1005669,0.6286860132121097,2010,0.721,0.739,0.635,0.799,3.5,0.8546,4.1534,257.93,256.6,2440.0,665,590,0.0,185.0,515.0,242.62456136164087,66.12513660061113,58.66741442760988,0.0,18.395714693403097,51.209692254608626,224.8380505630457,53.1326234307865,7.910809915872208,0.43974116759739845
2704302,27,AL,Maceio,maceio,2018,1012382,0.6675158526314284,2010,0.721,0.739,0.635,0.799,,,,,,2700.0,456,439,7.0,213.0,998.0,266.69774847834117,45.0422864096754,43.36307836370066,0.6914386071660696,21.039489046624695,98.57938999310537,242.62456136164087,66.12513660061113,9.921990989534791,0.4013768083311277
2704302,27,AL,Maceio,maceio,2019,1018948,0.6485694135217823,2010,0.721,0.739,0.635,0.799,3.9,0.8747,4.4062,263.83,267.95,1898.0,293,288,10.0,323.0,665.0,186.270545700075,28.755147465817686,28.264445290633084,0.9814043503692043,31.6993605169253,65.26338929955209,266.69774847834117,45.0422864096754,-30.156686075209883,0.36006218410914503
2704302,27,AL,Maceio,maceio,2020,1025360,0.629276469456741,2010,0.721,0.739,0.635,0.799,,,,,,1923.0,370,362,10.0,287.0,755.0,187.54388702504485,36.084887259108996,35.304673480533665,0.975267223219162,27.99016930638995,73.63267535304674,186.270545700075,28.755147465817686,0.6835977852452046,0.3968008621431672
2704302,27,AL,Maceio,maceio,2021,1031597,0.6082741671217917,2010,0.721,0.739,0.635,0.799,3.6,0.8609,4.203,255.37,262.31,1798.0,307,304,7.0,287.0,804.0,174.2928682421527,29.75968328717513,29.468872049841167,0.6785595537792374,27.820941704948737,77.93741160550098,187.54388702504485,36.084887259108996,-7.065556224246638,0.3216189065860691
2800308,28,SE,Aracaju,aracaju,2016,632794,,2010,0.77,0.784,0.708,0.823,,,,,,2070.0,449,414,0.0,95.0,533.0,327.1206743426771,70.95516076321836,65.42413486853542,0.0,15.01278457128228,84.22962291045744,,,,0.46871765452582165
2800308,28,SE,Aracaju,aracaju,2017,640689,1.247641412529199,2010,0.77,0.784,0.708,0.823,3.7,0.8199,4.4688,269.93,266.41,2050.0,364,327,0.0,161.0,457.0,319.9680344129523,56.81383635429982,51.03880353806605,0.0,25.12919684901723,71.32945937888742,327.1206743426771,70.95516076321836,-2.186544749608821,0.4029916489110935
2800308,28,SE,Aracaju,aracaju,2018,648939,1.2876762360521266,2010,0.77,0.784,0.708,0.823,,,,,,1825.0,344,281,4.0,151.0,366.0,281.22828185700047,53.00960490893597,43.30145052154363,0.6163907547550694,23.26875099200387,56.399754060088846,319.9680344129523,56.81383635429982,-12.107382109912301,0.4267931335868952
2800308,28,SE,Aracaju,aracaju,2019,657013,1.2441847384730975,2010,0.77,0.784,0.708,0.823,3.7,0.816,4.5882,271.86,272.57,1389.0,209,170,3.0,206.0,348.0,211.41134193691752,31.810633883956633,25.8746782788164,0.45661196962617173,31.354021914330463,52.96698847663592,281.22828185700047,53.00960490893597,-24.82571790399929,0.302471690700019
2800308,28,SE,Aracaju,aracaju,2020,664908,1.201650500066198,2010,0.77,0.784,0.708,0.823,,,,,,1325.0,246,196,0.0,144.0,259.0,199.27568926828977,36.997599667923986,29.477762337045124,0.0,21.657131512931112,38.95275737395249,211.41134193691752,31.810633883956633,-5.740303503796351,0.2511080772803271
2800308,28,SE,Aracaju,aracaju,2021,672614,1.1589573294350508,2010,0.77,0.784,0.708,0.823,4.1,0.9448,4.3403,261.78,265.47,1181.0,198,155,5.0,229.0,211.0,175.58361853901346,29.437389052264745,23.044420722732504,0.743368410410726,34.04627319681125,31.370146919332633,199.27568926828977,36.997599667923986,-11.889092350537101,0.32520837050143836
2927408,29,BA,Salvador,salvador,2016,2826684,,2010,0.759,0.772,0.679,0.835,,,,,,9895.0,1471,1289,0.0,501.0,1644.0,350.0568156893378,52.039775227793406,45.60113546473536,0.0,17.72394791918729,58.16002071685409,,,,0.3451027462469208
2927408,29,BA,Salvador,salvador,2017,2841685,0.5306925004705088,2010,0.759,0.772,0.679,0.835,3.0,0.7601,3.9552,251.31,249.57,9473.0,1521,1326,0.0,601.0,1567.0,333.35855311197406,53.52458136633723,46.662455550140145,0.0,21.149423669407412,55.14333925118372,350.0568156893378,52.039775227793406,-4.770157822661226,0.3644504501756939
2927408,29,BA,Salvador,salvador,2018,2857329,0.5505184424030141,2010,0.759,0.772,0.679,0.835,,,,,,8500.0,1243,1115,7.0,427.0,1406.0,297.4806191376632,43.50216583389592,39.0224576868817,0.24498403928984028,14.944026396680256,49.20679417735935,333.35855311197406,53.52458136633723,-10.762565903704157,0.31234823425938524
2927408,29,BA,Salvador,salvador,2019,2872347,0.5255957574364034,2010,0.759,0.772,0.679,0.835,3.5,0.8021,4.311,261.36,263.91,7981.0,1175,987,13.0,608.0,1228.0,277.85640105460794,40.90731377511143,34.362143571093604,0.4525915566608073,21.167358957674683,42.75249473688242,297.4806191376632,43.50216583389592,-6.596805580122145,0.3302191504687753
2927408,29,BA,Salvador,salvador,2020,2886698,0.499626263818409,2010,0.759,0.772,0.679,0.835,,,,,,7165.0,1553,1151,19.0,498.0,930.0,248.20746749400178,53.79849225655057,39.87254641808738,0.6581914699771158,17.25154484466335,32.21674037256408,277.85640105460794,40.90731377511143,-10.670595835860974,0.4036822117780183
2927408,29,BA,Salvador,salvador,2021,2900319,0.471854000660965,2010,0.759,0.772,0.679,0.835,3.6,0.8852,4.0965,251.55,258.78,8102.0,1614,1271,14.0,403.0,1027.0,279.3485820008075,55.649051018181105,43.82276570266926,0.4827055230821162,13.895023271578058,35.409898014666666,248.20746749400178,53.79849225655057,12.546405159046348,0.39338057598077764
