ano,id_municipio,id_municipio_nome,sexo,grupo_idade,populacao
2016,5107206,Rio Branco,feminino,0-4 anos,166
2016,2211001,Teresina,feminino,0-4 anos,26860
2016,1721000,Palmas,feminino,10-14 anos,13116
2016,4314902,Porto Alegre,feminino,10-14 anos,45184
2016,2502151,Boa Vista,feminino,10-14 anos,291
2016,5300108,Brasília,feminino,10-14 anos,110071
2016,2507507,João Pessoa,feminino,10-14 anos,30109
2016,2800308,Aracaju,feminino,0-4 anos,19698
2016,2111300,São Luís,feminino,0-4 anos,32135
2016,2611606,Recife,feminino,10-14 anos,56214
2016,2304400,Fortaleza,feminino,10-14 anos,97473
2016,1200401,Rio Branco,feminino,10-14 anos,19615
2016,2507507,João Pessoa,feminino,15-19 anos,32791
2016,5300108,Brasília,feminino,15-19 anos,118197
2016,4106902,Curitiba,feminino,0-4 anos,56388
2016,2611606,Recife,feminino,0-4 anos,47238
2016,1600303,Macapá,feminino,0-4 anos,21539
2016,1501402,Belém,feminino,10-14 anos,58246
2016,2701506,Campo Grande,feminino,10-14 anos,447
2016,2927408,Salvador,feminino,10-14 anos,99615
2016,1600303,Macapá,feminino,10-14 anos,23136
2016,2700805,Belém,feminino,10-14 anos,180
2016,5002704,Campo Grande,feminino,0-4 anos,30777
2016,4117602,Palmas,feminino,0-4 anos,2341
2016,2304400,Fortaleza,feminino,0-4 anos,79792
2016,3304557,Rio de Janeiro,feminino,0-4 anos,197199
2016,2507507,João Pessoa,feminino,0-4 anos,23026
2016,2501906,Belém,feminino,10-14 anos,680
2016,1100205,Porto Velho,feminino,15-19 anos,22837
2016,2704302,Maceió,feminino,0-4 anos,32786
2016,2401305,Campo Grande,feminino,0-4 anos,326
2016,3550308,São Paulo,feminino,0-4 anos,389590
2016,5103403,Cuiabá,feminino,0-4 anos,21028
2016,1100205,Porto Velho,feminino,0-4 anos,18968
2016,2704302,Maceió,feminino,10-14 anos,41842
2016,1100205,Porto Velho,feminino,10-14 anos,20661
2016,3550308,São Paulo,feminino,10-14 anos,402618
2016,2800308,Aracaju,feminino,10-14 anos,23330
2016,5103403,Cuiabá,feminino,10-14 anos,21857
2016,1400100,Boa Vista,feminino,15-19 anos,16856
2016,3205309,Vitória,feminino,0-4 anos,10469
2016,2501906,Belém,feminino,0-4 anos,562
2016,2408102,Natal,feminino,0-4 anos,25755
2016,5300108,Brasília,feminino,0-4 anos,97977
2016,2502151,Boa Vista,feminino,0-4 anos,226
2016,5208707,Goiânia,feminino,10-14 anos,50561
2016,2401305,Campo Grande,feminino,10-14 anos,374
2016,3205309,Vitória,feminino,10-14 anos,11192
2016,4106902,Curitiba,feminino,10-14 anos,61024
2016,1200401,Rio Branco,feminino,15-19 anos,19811
2016,3550308,São Paulo,feminino,15-19 anos,450068
2016,2704302,Maceió,feminino,15-19 anos,46559
2016,5002704,Campo Grande,feminino,15-19 anos,33024
2016,4205407,Florianópolis,feminino,20-24 anos,17956
2016,4106902,Curitiba,feminino,20-24 anos,73747
2016,2304400,Fortaleza,feminino,20-24 anos,117421
2016,2507507,João Pessoa,feminino,20-24 anos,33429
2016,2704302,Maceió,feminino,20-24 anos,44598
2016,1721000,Palmas,feminino,0-4 anos,10606
2016,1302603,Manaus,feminino,0-4 anos,86283
2016,2701506,Campo Grande,feminino,0-4 anos,385
2016,5208707,Goiânia,feminino,0-4 anos,45733
2016,1400100,Boa Vista,feminino,0-4 anos,14623
2016,1400100,Boa Vista,feminino,10-14 anos,15335
2016,2408102,Natal,feminino,10-14 anos,31068
2016,4117602,Palmas,feminino,10-14 anos,2137
2016,4205407,Florianópolis,feminino,10-14 anos,13843
2016,2111300,São Luís,feminino,10-14 anos,45402
2016,3304557,Rio de Janeiro,feminino,10-14 anos,201809
2016,1302603,Manaus,feminino,15-19 anos,101173
2016,3205309,Vitória,feminino,20-24 anos,13238
2016,2611606,Recife,feminino,20-24 anos,64843
2016,2502151,Boa Vista,feminino,25-29 anos,312
2016,4205407,Florianópolis,feminino,25-29 anos,21060
2016,4205407,Florianópolis,feminino,0-4 anos,12816
2016,4314902,Porto Alegre,feminino,0-4 anos,41649
2016,3106200,Belo Horizonte,feminino,10-14 anos,77454
2016,4106902,Curitiba,feminino,15-19 anos,70554
2016,2611606,Recife,feminino,15-19 anos,63691
2016,1501402,Belém,feminino,0-4 anos,43491
2016,2700805,Belém,feminino,0-4 anos,156
2016,2927408,Salvador,feminino,0-4 anos,76134
2016,3106200,Belo Horizonte,feminino,0-4 anos,64662
2016,1200401,Rio Branco,feminino,0-4 anos,15825
2016,5002704,Campo Grande,feminino,10-14 anos,30401
2016,1302603,Manaus,feminino,10-14 anos,90645
2016,5107206,Rio Branco,feminino,10-14 anos,199
2016,2211001,Teresina,feminino,10-14 anos,35368
2016,2211001,Teresina,feminino,15-19 anos,39450
2016,4117602,Palmas,feminino,30-34 anos,1869
2016,5107206,Rio Branco,feminino,30-34 anos,222
2016,2304400,Fortaleza,feminino,35-39 anos,113401
2016,3205309,Vitória,feminino,35-39 anos,15646
2016,3304557,Rio de Janeiro,feminino,15-19 anos,237585
2016,1501402,Belém,feminino,15-19 anos,62463
2016,4117602,Palmas,feminino,15-19 anos,2424
2016,1721000,Palmas,feminino,20-24 anos,14191
2016,4117602,Palmas,feminino,20-24 anos,2264
2016,2701506,Campo Grande,feminino,20-24 anos,470
2016,2401305,Campo Grande,feminino,20-24 anos,429
2016,5103403,Cuiabá,feminino,20-24 anos,24138
2016,1200401,Rio Branco,feminino,20-24 anos,18620
2016,1302603,Manaus,feminino,25-29 anos,97164
2016,2927408,Salvador,feminino,25-29 anos,125246
2016,2701506,Campo Grande,feminino,25-29 anos,411
2016,2701506,Campo Grande,feminino,15-19 anos,516
2016,3106200,Belo Horizonte,feminino,15-19 anos,93481
2016,2800308,Aracaju,feminino,15-19 anos,26526
2016,1400100,Boa Vista,feminino,20-24 anos,16576
2016,1100205,Porto Velho,feminino,20-24 anos,22757
2016,3106200,Belo Horizonte,feminino,25-29 anos,106365
2016,4314902,Porto Alegre,feminino,25-29 anos,57622
2016,5107206,Rio Branco,feminino,15-19 anos,173
2016,5002704,Campo Grande,feminino,20-24 anos,35844
2016,3304557,Rio de Janeiro,feminino,20-24 anos,242205
2016,2111300,São Luís,feminino,20-24 anos,49986
2016,1302603,Manaus,feminino,20-24 anos,99014
2016,2927408,Salvador,feminino,20-24 anos,115891
2016,2502151,Boa Vista,feminino,20-24 anos,312
2016,1501402,Belém,feminino,20-24 anos,63239
2016,4205407,Florianópolis,feminino,15-19 anos,16326
2016,4314902,Porto Alegre,feminino,15-19 anos,53674
2016,2700805,Belém,feminino,15-19 anos,197
2016,2800308,Aracaju,feminino,20-24 anos,27215
2016,5107206,Rio Branco,feminino,20-24 anos,193
2016,2211001,Teresina,feminino,20-24 anos,38000
